"word","phonetic","meaning","level","category","example","related_words","part_of_speech","root"
"penguin","/ˈpeŋɡwɪn/","企鹅","CET6","CET6","","","n",""
"peninsula","/pɪˈnɪnsjʊlə/","半岛","CET6","CET6","","","n",""
"penny","/ˈpeni/","(英)便士；(美)分","CET4","CET4","","","n",""
"pension","/ˈpen∫ən/","抚恤金，年金","CET4","CET4","","","n",""
"people","/ˈpiːpl/","人民，民族；人","CET4","CET4","","","n",""
"pepper","/ˈpepə/","胡椒，胡椒粉","CET4","CET4","","","n",""
"per","/pəː/","每","CET4","CET4","","","prep",""
"perceive","/pəˈsiːv/","察觉，发觉；理解","CET4","CET4","","","vt",""
"percent","/pəˈsent/","百分之...","CET4","CET4","","","n",""
"percentage","/pəˈsentidʒ/","百分比，百分率","CET4","CET4","","","n",""
"perception","/pəˈsepʃən/","感觉，知觉 2. 观念，看法 3. 洞察力，理解力","CET6","CET6","","","n",""
"perfect","/ˈpəːfikt/","完美的；完全的","CET4","CET4","","","a",""
"perfection","/pəˈfekʃən/","尽善尽美 2. 完美的典型","CET6","CET6","","","n",""
"perfectly","/ˈpəːfiktli/","很，完全","CET4","CET4","","","ad",""
"perform","/pəˈfɔːm/","履行，执行；演出","CET4","CET4","","","vt",""
"performance","/pəˈfɔːməns/","履行，执行 2. 演出","CET6","CET6","","","n",""
"perfume","/ˈpɜːfjuːm/","香味，香水，香料","CET6","CET6","","","n",""
"perhaps","/pəˈhæps/","也许，可能，多半","CET4","CET4","","","ad",""
"period","/ˈpiəriəd/","时期；学时；句号","CET4","CET4","","","n",""
"periodic","/ˌpɪərɪˈɒdɪk/","周期的，定期的","CET6","CET6","","","adj",""
"periodical","/ˌpɪərɪˈɒdɪkəl/","定期的，周期的","CET6","CET6","","","adj",""
"perish","/ˈperɪʃ/","(使)枯萎，(使)腐烂，夭折","CET6","CET6","","","v",""
"permanent","/ˈpɜːmənənt/","永久的，持久的","CET6","CET6","","","adj",""
"permanently","/ˈpəːməntli/","永久/持久地","CET4","CET4","","","ad",""
"permeate","/ˈpɜːmɪeɪt/","渗入，透过 2. 弥漫，充满","CET6","CET6","","","v",""
"permissible","/pəˈmɪsəbl/","容许的，可准许的","CET6","CET6","","","adj",""
"permission","/pə(ː)ˈmi∫ən/","允许，许可，同意","CET4","CET4","","","n",""
"permit","/pə(ː)ˈmit/","允许 n.执照","CET4","CET4","","","vt",""
"perpetual","/pəˈpetʃʊəl/","永远的，永恒的，不断的 2. 四季开花的","CET6","CET6","","","adj",""
"perplex","/pəˈpleks/","使困惑，难住 2. 使复杂化","CET6","CET6","","","v",""
"persist","/pəˈsɪst/","坚持 2. 持续","CET6","CET6","","","v",""
"persistent","/pəˈsɪstənt/","坚持的，不屈不挠的 2. 持续不断的，反复出现的","CET6","CET6","","","adj",""
"person","/ˈpəːsn/","人；人身；本人","CET4","CET4","","","n",""
"personal","/ˈpəːsənl/","个人的；本人的","CET4","CET4","","","a",""
"personnel","/ˌpəːsəˈnel/","全体人员，全体职员","CET4","CET4","","","n",""
"perspective","/pərˈspektɪv/","观点；视角","CET6","IELTS","From my perspective, this is a good solution.","viewpoint, outlook, angle, standpoint","noun","拉丁语 perspicere"
"persuade","/pəˈsweid/","说服 vi.被说服","CET4","CET4","","","vt",""
"persuasion","/pəˈsweɪʒən/","说服，劝服，说服力 2. 信念，信仰","CET6","CET6","","","n",""
"pessimistic","/ˌpesɪˈmɪstɪk/","悲观的，悲观主义者的，厌世的","CET6","CET6","","","adj",""
"pest","/pest/","害虫 2. 讨厌的人","CET6","CET6","","","n",""
"pet","/pet/","爱畜；宠儿 a.宠爱的","CET4","CET4","","","n",""
"petition","/pəˈtɪʃən/","请愿 2. 请愿书，. 向...请愿(祈求)","CET6","CET6","","","n",""
"petrol","/ˈpetrəl/","(英)汽油","CET4","CET4","","","n",""
"petroleum","/piˈtrəuliəm/","石油","CET4","CET4","","","n",""
"petty","/ˈpetɪ/","不重要的，次要的 2. 偏狭的，气量小的 3. 微小的，小规模的","CET6","CET6","","","adj",""
"phase","/feɪz/","阶段，状态 2. 方面 3. (月相)盈亏","CET6","CET6","","","n",""
"phenomenon","/fɪˈnɑːmɪnən/","现象","CET6","Science","The phenomenon attracted scientific attention.","occurrence, event, incident, fact","noun","希腊语 phainomenon"
"philosopher","/fiˈlɔsəfə/","哲学家","CET4","CET4","","","n",""
"philosophy","/fiˈlɔsəfi/","哲学；哲理；人生观","CET4","CET4","","","n",""
"phishing","/ˈfɪʃɪŋ/","钓鱼攻击","CET6","Cybersecurity","Employees should recognize phishing emails.","spam, scam, social engineering, fraud","noun","password + fishing"
"phone","/fəun/","电话，电话机；耳机","CET4","CET4","","","n",""
"photograph","/ˈfəutəgrɑːf;(US)-græf/","照/相片","CET4","CET4","","","n",""
"photographic","/fəutəˈgræfik/","摄影的，摄影用的","CET4","CET4","","","a",""
"photosynthesis","/ˌfoʊtəˈsɪnθəsɪs/","光合作用","CET6","Science","Plants use photosynthesis to produce energy.","process, conversion, synthesis, production","noun","希腊语 phos + synthesis"
"phrase","/freiz/","短语；习惯用语","CET4","CET4","","","n",""
"physical","/ˈfizikəl/","物质的；物理的","CET4","CET4","","","a",""
"physician","/fiˈzi∫ən/","医生，内科医生","CET4","CET4","","","n",""
"physicist","/ˈfizisist/","物理学家","CET4","CET4","","","n",""
"physics","/ˈfiziks/","物理学","CET4","CET4","","","n",""
"physiological","/‚fɪzɪə'lɒdʒɪkl/","生理学的，生理的，生理机能的","CET6","CET6","","","adj",""
"piano","/piˈænəu/","钢琴","CET4","CET4","","","n",""
"pick","/pik/","镐，鹤嘴锄","CET4","CET4","","","n",""
"picnic","/ˈpiknik/","郊游，野餐 vi.野餐","CET4","CET4","","","n",""
"picture","/ˈpikt∫ə/","画，图片 vt.画","CET4","CET4","","","n",""
"pie","/pai/","(西点)馅饼","CET4","CET4","","","n",""
"piece","/piːs/","碎片，块 vt.拼合","CET4","CET4","","","n",""
"pierce","/piəs/","剌穿 vi.穿入","CET4","CET4","","","vt",""
"pig","/pig/","猪，小猪，野猪","CET4","CET4","","","n",""
"pigeon","/ˈpidʒin/","鸽子","CET4","CET4","","","n",""
"pile","/pail/","堆 vt.堆叠，累积","CET4","CET4","","","n",""
"pilgrim","/ˈpɪlɡrɪm/","朝圣者，香客","CET6","CET6","","","n",""
"pill","/pil/","药丸，丸剂","CET4","CET4","","","n",""
"pillar","/ˈpilə/","柱，柱子；栋梁","CET4","CET4","","","n",""
"pillow","/ˈpiləu/","枕头","CET4","CET4","","","n",""
"pilot","/ˈpailət/","领航员；飞行员","CET4","CET4","","","n",""
"pin","/pin/","针，饰针 n.别住","CET4","CET4","","","n",""
"pinch","/pint∫/","捏，拧，掐掉","CET4","CET4","","","vt",""
"pine","/pain/","松树，松木","CET4","CET4","","","n",""
"pink","/piŋk/","粉红色 a.粉红色的","CET4","CET4","","","n",""
"pint","/paint/","品脱","CET4","CET4","","","n",""
"pioneer","/ˌpaiəˈniə/","拓荒者；先驱者","CET4","CET4","","","n",""
"pipe","/paip/","管子，导管；烟斗","CET4","CET4","","","n",""
"pipeline","/ˈpaipˌlain/","管道，管线","CET4","CET4","","","n",""
"pirate","/ˈpaɪərət/","海盗，海盗船 2. 盗版者，非法复制者 3. 无执照广播者","CET6","CET6","","","n",""
"pistol","/ˈpɪstəl/","手枪","CET6","CET6","","","n",""
"pit","/pit/","坑，地坑；煤矿","CET4","CET4","","","n",""
"pitch","/pitʃ/","沥青 2. 掷 3. 音高","CET6","CET6","","","n",""
"pity","/ˈpiti/","怜悯；遗憾 vt.同情","CET4","CET4","","","n",""
"place","/pleis/","地方，地点；住所","CET4","CET4","","","n",""
"plague","/pleɪɡ/","瘟疫，祸患","CET6","CET6","","","n",""
"plain","/plein/","平原 a.清楚的","CET4","CET4","","","n",""
"plan","/plæn/","&vt.计划，打算","CET4","CET4","","","n",""
"plane","/plein/","平面；飞机","CET4","CET4","","","n",""
"planet","/ˈplænɪt/","行星","CET6","CET6","","","n",""
"plant","/plɑːnt/","植物；工厂 vt.栽种","CET4","CET4","","","n",""
"plantation","/plænˈtei∫ən/","种植园；栽植","CET4","CET4","","","n",""
"plaster","/ˈplɑːstə/","灰泥 2. 石膏","CET6","CET6","","","n",""
"plastic","/plɑːstik/","可塑的 n.塑料","CET4","CET4","","","a",""
"plate","/pleit/","板，片，盘 vt.电镀","CET4","CET4","","","n",""
"platform","/ˈplætfɔːrm/","平台","CET4","Technology","The platform supports millions of users.","system, environment, framework, base","noun","法语 plateforme"
"plausible","/ˈplɔːzəbl/","(声明、争论等)似乎正确的 2. 能说会道的","CET6","CET6","","","adj",""
"play","/plei/","玩，游戏；演奏","CET4","CET4","","","vi",""
"player","/ˈpleiə/","游戏的人；比赛者","CET4","CET4","","","n",""
"playground","/ˈpleiraund/","操场，运动场","CET4","CET4","","","n",""
"plea","/pliː/","恳求，请求  2. (法庭上)辩解","CET6","CET6","","","n",""
"plead","/pliːd/","恳求，祈求 2. (法庭上)辩护 3. 以...为理由(或借口)","CET6","CET6","","","v",""
"pleasant","/ˈplezənt/","令人愉快的，舒适的","CET4","CET4","","","a",""
"please","/pliːz/","使高兴，请 vi.满意","CET4","CET4","","","vt",""
"pleasure","/ˈpleʒə/","愉快，快乐；乐事","CET4","CET4","","","n",""
"pledge","/pledʒ/","誓言，誓约 2. 保证物，信物","CET6","CET6","","","n",""
"plentiful","/ˈplentiful/","丰富的，富裕的","CET4","CET4","","","a",""
"plenty","/ˈplenti/","丰富，充足，大量","CET4","CET4","","","n",""
"plot","/plɔt/","小块土地 vt.密谋","CET4","CET4","","","n",""
"plough","/plau/","犁 vt.&vi.犁，耕","CET4","CET4","","","n",""
"pluck","/plʌk/","采，摘；拉下 n.拉","CET4","CET4","","","vt",""
"plug","/plʌg/","塞子；插头 vt.塞","CET4","CET4","","","n",""
"plunge","/plʌndʒ/","跳进，陷入 2. 投入，投身于","CET6","CET6","","","v",""
"plural","/ˈpluərəl/","复数的 n.复数","CET4","CET4","","","a",""
"plus","/plʌs/","加，加上 a.正的","CET4","CET4","","","prep",""
"pocket","/ˈpɔkit/","衣袋 n.袖珍的","CET4","CET4","","","n",""
"poem","/ˈpəuim/","诗，韵文，诗体文","CET4","CET4","","","n",""
"poet","/ˈpəuit/","诗人","CET4","CET4","","","n",""
"poetry","/ˈpəʊɪtrɪ/","诗，诗学","CET6","CET6","","","n",""
"point","/pɔint/","点；要点；细目；分","CET4","CET4","","","n",""
"poison","/ˈpɔizn/","毒，毒药 vt.毒害","CET4","CET4","","","n",""
"poisonous","/ˈpɔɪzənəs/","有毒的，有害的","CET6","CET6","","","adj",""
"poke","/pəʊk/","伸出 2. 刺，戳，捅，触","CET6","CET6","","","v",""
"polar","/ˈpəʊlə/","南极的，北极的，近极地的 2. 正好相反的 || polar bear北极熊","CET6","CET6","","","adj",""
"pole","/pəul/","杆，柱","CET4","CET4","","","n",""
"police","/pəˈliːs/","警察；警察当局","CET4","CET4","","","n",""
"policeman","/pəˈliːsmən/","警察","CET4","CET4","","","n",""
"policy","/ˈpɔlisi/","政策，方针","CET4","CET4","","","n",""
"polish","/ˈpɒlɪʃ/","磨光，擦亮 2. 使完善，","CET6","CET6","","","v",""
"polite","/pəˈlait/","有礼貌的；有教养的","CET4","CET4","","","a",""
"political","/pəˈlitikəl/","政治的，政治上的","CET4","CET4","","","a",""
"politician","/pɔliˈti∫ən/","政治家；政客","CET4","CET4","","","n",""
"politics","/ˈpɔlitiks/","政治，政治学；政纲","CET4","CET4","","","n",""
"pollute","/pəˈluːt/","弄脏，污染，沾污","CET4","CET4","","","vt",""
"pollution","/pəˈluːʃən/","污染","CET4","Science","Air pollution affects human health.","contamination, waste, toxins, emissions","noun","拉丁语 pollutio"
"pond","/pɔnd/","池塘","CET4","CET4","","","n",""
"ponder","/ˈpɒndə/","仔细考虑，沉思","CET6","CET6","","","v",""
"pool","/puːl/","水塘，游泳池，水池","CET4","CET4","","","n",""
"poor","/puə/","贫穷的；贫乏的","CET4","CET4","","","a",""
"pop","/pɔp/","流行音乐，流行歌曲","CET4","CET4","","","n",""
"pope","/pəʊp/","教皇","CET6","CET6","","","n",""
"popular","/ˈpɔpjulə(r)/","民众的；流行的","CET4","CET4","","","a",""
"population","/ˌpɔpjuˈlei∫ən/","人口；全体居民","CET4","CET4","","","n",""
"porch","/pɔːtʃ/","门廊，入口处","CET6","CET6","","","n",""
"pork","/pɔːk/","猪肉","CET4","CET4","","","n",""
"porridge","/ˈpɔridʒ/","粥，麦片粥","CET4","CET4","","","n",""
"port","/pɔːt/","港，港口","CET4","CET4","","","n",""
"portable","/ˈpɔːtəbl/","轻便的；手提的","CET4","CET4","","","a",""
"porter","/ˈpɔːtə/","搬运工人","CET4","CET4","","","n",""
"portion","/ˈpɔː∫ən/","一部分；一分","CET4","CET4","","","n",""
"portrait","/ˈpɔːtrit/","消像，画像","CET4","CET4","","","n",""
"portray","/pɔːˈtreɪ/","描绘，描写 2. 扮演","CET6","CET6","","","v",""
"portuguese","/ˌpɔːtjuˈgiːz/","葡萄牙人/语","CET4","CET4","","","n",""
"pose","/pəʊz/","摆姿势 2. 装腔作势 3. 提出(问题) || pose as假装，摆出...的样子","CET6","CET6","","","v",""
"position","/pəˈzi∫ən/","位置；职位；姿势","CET4","CET4","","","n",""
"positive","/ˈpɒzətɪv/","确定的，明确的 2. 确信的 3. 积极的，有效的 4. 正极的，阳性的","CET6","CET6","","","adj",""
"possess","/pəˈzes/","拥有 2. (感情或思想等)控制(某人) 3. 掌握(技能)","CET6","CET6","","","v",""
"possession","/pəˈze∫ən/","有，所有；占有物","CET4","CET4","","","n",""
"possibility","/ˌpɔsiˈbiliti/","可能；可能的事","CET4","CET4","","","n",""
"possible","/ˈpɔsəbl/","可能的；可能存在的","CET4","CET4","","","a",""
"possibly","/ˈpɔsəbli/","可能地；也许","CET4","CET4","","","ad",""
"post","/pəust/","柱，桩，杆 vt.贴出","CET4","CET4","","","n",""
"postage","/ˈpəustidʒ/","邮费，邮资","CET4","CET4","","","n",""
"postman","/ˈpəustmən/","邮递员","CET4","CET4","","","n",""
"postpone","/pəustˈpəun/","延迟，推迟，延缓","CET4","CET4","","","vt",""
"posture","/ˈpɒstʃə/","姿势 2. 态度","CET6","CET6","","","n",""
"pot","/pɔt/","锅，壶，罐，盆","CET4","CET4","","","n",""
"potato","/pəˈteitəu/","马铃薯，土豆","CET4","CET4","","","n",""
"potential","/pəˈtenʃl/","潜力；潜在的","CET4","General","She has great potential as a leader.","capability, promise, possibility, capacity","adj/noun","拉丁语 potentia"
"pound","/paund/","磅；英磅","CET4","CET4","","","n",""
"pour","/pɔː(r)/","灌，倒 vi.倾泻","CET4","CET4","","","vt",""
"poverty","/ˈpɒvətɪ/","贫困 2. 缺乏","CET6","CET6","","","n",""
"powder","/ˈpaudə/","粉末；药粉；火药","CET4","CET4","","","n",""
"power","/ˈpauə/","能力；力；权；幂","CET4","CET4","","","n",""
"powerful","/ˈpauəful/","强有力的；有权威的","CET4","CET4","","","a",""
"practicable","/ˈpræktɪkəbl/","行得通的，可以实施的  2. 可通行的","CET6","CET6","","","adj",""
"practical","/ˈpræktikəl/","实践的；实用的","CET4","CET4","","","a",""
"practically","/ˈpræktikəli/","实际上；几乎","CET4","CET4","","","ad",""
"practice","/ˈpræktis/","实践；练习；业务","CET4","CET4","","","n",""
"practise","/ˈpræktis/","练习，实习，训练","CET4","CET4","","","vt",""
"praise","/preiz/","赞扬，赞美 vi.赞扬","CET4","CET4","","","n",""
"pray","/prei/","&vi.请求；祈祷","CET4","CET4","","","vt",""
"prayer","/preə/","祈祷，祈求","CET4","CET4","","","n",""
"preach","/priːtʃ/","讲道，布道 2. 说教，宣扬","CET6","CET6","","","v",""
"precaution","/priˈkɔː∫ən/","预防；警惕","CET4","CET4","","","n",""
"precede","/prɪˈsiːd/","先于...，位于...之前","CET6","CET6","","","v",""
"precedent","/ˈpresɪdənt/","(过去的)惯例 2. 先例，前例","CET6","CET6","","","n",""
"preceding","/pri(ː)ˈsiːdiŋ/","在前的；在先的","CET4","CET4","","","a",""
"precious","/ˈpreʃəs/","珍贵的，宝贵的","CET6","CET6","","","adj",""
"precise","/prɪˈsaɪs/","精确的 2. 恰好的","CET6","CET6","","","adj",""
"precision","/priˈsiʒən/","精确，精密，精密度","CET4","CET4","","","n",""
"preclude","/prɪˈkluːd/","阻止，排除","CET6","CET6","","","v",""
"predecessor","/ˈpriːdɪsesə/","前任者 2. 被取代的事物","CET6","CET6","","","n",""
"predict","/prɪˈdɪkt/","预言，预测","CET6","CET6","","","v",""
"predominant","/prɪˈdɒmɪnənt/","占优势的，占主导地位的，最显著的","CET6","CET6","","","adj",""
"preface","/ˈprefis/","序言，前言，引语","CET4","CET4","","","n",""
"prefer","/priˈfəː/","宁可，宁愿","CET4","CET4","","","vt",""
"preferable","/ˈprefrəbl/","更适合的，更好的，更可取的 preferably","CET6","CET6","","","adj",""
"preference","/ˈprefrəns/","优先，偏爱 2. 优先权，特惠","CET6","CET6","","","n",""
"prejudice","/ˈpredʒʊdɪs/","偏见，成见","CET6","CET6","","","n",""
"preliminary","/prɪˈlɪmɪnərɪ/","预备的，初步的","CET6","CET6","","","adj",""
"premature","/ˈpremətjʊə/","过早的，提前的 2. 不成熟的，早熟的 3. 仓促的","CET6","CET6","","","adj",""
"premier","/ˈpremɪə/","首相，总理","CET6","CET6","","","n",""
"premise","/ˈpremɪs/","前提 2. (pl)房屋(及其附属建筑、基地等)","CET6","CET6","","","n",""
"premium","/ˈpriːmɪəm/","保险费 2. 额外费用 || put (set, place) a premium on诱发，鼓励","CET6","CET6","","","n",""
"preparation","/ˌprepəˈrei∫ən/","准/预备；制备","CET4","CET4","","","n",""
"prepare","/priˈpeə/","&vi.准备，预备","CET4","CET4","","","vt",""
"preposition","/ˌprepəˈzi∫ən/","前置词，介词","CET4","CET4","","","n",""
"prescribe","/prisˈkraib/","命令；处(方)","CET4","CET4","","","vt",""
